City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
312,Independence,US,60.62,haze,39.0911,-94.4155,Higher Ground Hotel
313,Mingaora,PK,82.35,clear sky,34.7758,72.3625,Burj Al Swat
314,Buraydah,SA,72.05,clear sky,26.326,43.975,Mövenpick Qassim
315,Ouesso,CG,70.79,light rain,1.6136,16.0517,ABENIE Hotel
316,Tuatapere,NZ,62.02,moderate rain,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
317,El Mante,MX,82.85,clear sky,22.7333,-98.9667,Hotel San Luis
318,Huntington,US,60.98,overcast clouds,38.4193,-82.4452,Ramada Limited Huntington
319,Pahrump,US,86.05,clear sky,36.2083,-115.9839,Best Western Pahrump Oasis
320,Don Sak,TH,86.95,overcast clouds,9.3168,99.6918,Sea Sun Moon Hostel
321,Seoul,KR,71.17,clear sky,37.5683,126.9778,롯데호텔 서울
322,Lucea,JM,80.46,clear sky,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
323,Bowen,AU,80.17,overcast clouds,-20.0167,148.2333,Castle Motor Lodge Motel
324,Itambacuri,BR,67.91,broken clouds,-18.0311,-41.685,Pousada Bela
325,Mwinilunga,ZM,60.42,overcast clouds,-11.7358,24.4293,Kwakuwahi Lodge
326,Puerto Madryn,AR,61.27,broken clouds,-42.7692,-65.0385,Hotel Tolosa
327,Benguela,AO,75.49,broken clouds,-12.5763,13.4055,Hotel Praia Morena
328,Tolaga Bay,NZ,60.49,clear sky,-38.3667,178.3,Tolaga Bay Motel
329,Abilene,US,82.62,clear sky,32.4487,-99.7331,La Quinta Inn by Wyndham Abilene
330,Matale,LK,84.92,broken clouds,7.4721,80.6234,Anil's Inn
331,San Joaquin,US,68.29,broken clouds,37.9333,-121.3011,University Plaza Waterfront Hotel
332,Charters Towers,AU,84.16,overcast clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
333,Dwarka,IN,84.85,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
334,Santa Ana,US,74.35,scattered clouds,33.7456,-117.8678,"Motel 6 Santa Ana, CA"
335,Tairua,NZ,63.03,broken clouds,-37.0167,175.85,Pacific Harbour Villas
336,Madang,PG,86.67,overcast clouds,-5.2246,145.7966,Comfort Inn Hotel
337,Karatau,KZ,77.34,clear sky,43.1667,70.4667,Baza Zika
338,Xapuri,BR,70.2,clear sky,-10.6517,-68.5044,Pousada dos Chapurys
339,Ponta Delgada,PT,64.51,light rain,37.7333,-25.6667,Vila Nova Hotel
340,Mahanoro,MG,72.16,light rain,-19.9,48.8,BUNGALOW MAHAMANINA
341,Aborlan,PH,89.67,few clouds,9.4352,118.5492,Kevina Transient House
342,Tottori,JP,73.47,few clouds,35.5,134.2333,Hotel Monarque Tottori
343,Puerto El Triunfo,SV,83.32,broken clouds,13.2833,-88.55,Hotel Jardin
344,Nouadhibou,MR,64.38,few clouds,20.931,-17.0347,El Medina
345,Kudahuvadhoo,MV,84.2,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
346,Surat,IN,85.98,haze,21.1667,72.8333,HOTEL VETROINN SPICE
347,Kieta,PG,84.42,light rain,-6.2167,155.6333,Uruna Bay Retreat
348,Anloga,GH,79.2,overcast clouds,5.7947,0.8973,Pin Drop Hotel
349,Vilhena,BR,65.61,clear sky,-12.7406,-60.1458,Hotel Mirage
350,Mwembe,TZ,64.78,overcast clouds,-4.15,37.85,African Wildlife Borders
351,Ilhabela,BR,65.16,clear sky,-23.7781,-45.3581,Ilha Flat Hotel
352,Camabatela,AO,62.58,overcast clouds,-8.1881,15.375,Comércio e Prestação de Serviços
353,Cukai,MY,78.75,overcast clouds,4.25,103.4167,OYO 90038 Dalyla Inn Chalet
354,Itapuranga,BR,67.71,clear sky,-15.5622,-49.9486,Terraço Hotel
355,Ishigaki,JP,82.53,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
356,Moyuta,GT,65.03,scattered clouds,14.0386,-90.0808,Lovers auto hotel
357,Shahreza,IR,61.54,overcast clouds,32.0339,51.8794,خوابگاه
358,Heishan,CN,63.18,few clouds,41.6892,122.1128,Heishan Hotel
359,Praia,CV,72.14,clear sky,14.9215,-23.5087,LT Aparthotel
360,Beyneu,KZ,64.0,broken clouds,45.3167,55.2,NUR
361,Taikang,CN,60.21,clear sky,46.8333,124.4167,Jia Hotel
362,Anamur,TR,61.52,scattered clouds,36.0751,32.8369,Luna Piena Beach Hotel
363,Zhuhai,CN,84.85,few clouds,22.2769,113.5678,珠海粤财假日酒店
364,Mangrol,IN,86.58,clear sky,21.1167,70.1167,Hotel The Royal Honours
365,Te Anau,NZ,60.75,light rain,-45.4167,167.7167,Kingsgate Hotel Te Anau
366,Yatou,CN,60.12,few clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
367,Elizabeth City,US,71.62,overcast clouds,36.2946,-76.2511,Hampton Inn Elizabeth City
368,Jaciara,BR,61.18,clear sky,-15.9653,-54.9683,Taba Hotel
369,Kathmandu,NP,75.42,scattered clouds,27.7167,85.3167,Hotel Shanker Kathmandu
370,Matamoros,MX,89.71,clear sky,25.5333,-103.25,Quinta Belem
371,Biak,ID,82.74,broken clouds,-0.9131,122.8766,Penginapan Kim
372,Vila Velha,BR,75.15,clear sky,-20.3297,-40.2925,Hotel Vitória Palace
